Name1,Genre,Year,platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Company
Rayman Origins PSV,Platform,2012,PSV,Ubisoft,0.12,0.33,0,0.09,0.54,Sony
Unit 13 PSV,Shooter,2012,PSV,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,Sony
Mortal Kombat PSV,Fighting,2012,PSV,Warner Bros. Interactive Entertainment,0.42,0.13,0,0.1,0.65,Sony
MLB 12: The Show PSV,Sports,2012,PSV,Sony Computer Entertainment,0.17,0,0,0.02,0.19,Sony
LittleBigPlanet PS Vita PSV,Platform,2012,PSV,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,Sony
Epic Mickey 2: The Power of Two Wii,Action,2012,Wii,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,Nintendo
Puzzler Brain Games Wii,Puzzle,2012,Wii,Namco Bandai Games,0,0,0.66,0,0.66,Nintendo
WipeOut 3 The Game Wii,Action,2012,Wii,Activision,0.36,0,0,0.03,0.39,Nintendo
Just Dance Wii 2 Wii,Misc,2012,Wii,Nintendo,0,0,0.29,0,0.29,Nintendo
We Sing Pop! Wii,Misc,2012,Wii,Nordic Games,0.05,0.15,0,0.02,0.22,Nintendo
The Amazing Spider-Man (Console Version) Wii,Action,2012,Wii,Activision,0.1,0.04,0,0.01,0.15,Nintendo
Fatal Frame 2: Wii Edition Wii,Action,2012,Wii,Nintendo,0,0,0.1,0,0.1,Nintendo
Inazuma Eleven GO Strikers 2013 Wii,Role-Playing,2012,Wii,Level 5,0,0,0.1,0,0.1,Nintendo
I Am In The Movie Wii,Simulation,2012,Wii,Namco Bandai Games,0,0,0.08,0,0.08,Nintendo
QUIZ PARTY Wii,Misc,2012,Wii,Nintendo,0,0.02,0,0,0.02,Nintendo
The Cube Wii,Action,2012,Wii,Funbox Media,0,0.02,0,0,0.02,Nintendo
Brave: The Video Game Wii,Action,2012,Wii,Disney Interactive Studios,0,0.01,0,0,0.01,Nintendo
Turbo Trainz Wii,Racing,2012,Wii,Mastertronic,0,0.01,0,0,0.01,Nintendo
Transformers: Prime Wii,Action,2012,Wii,Activision,0,0.01,0,0,0.01,Nintendo
WWE '13 Wii,Action,2012,Wii,THQ,0.11,0.02,0,0.01,0.15,Nintendo
Pro Evolution Soccer 2013 Wii,Sports,2012,Wii,Konami Digital Entertainment,0,0.03,0.06,0,0.09,Nintendo
Mario Party 9 Wii,Misc,2012,Wii,Nintendo,1.06,1.09,0.76,0.22,3.13,Nintendo
Just Dance 4 Wii,Misc,2012,Wii,Ubisoft,4.05,2.16,0,0.55,6.76,Nintendo
Just Dance: Greatest Hits Wii,Misc,2012,Wii,Ubisoft,0.14,0.04,0,0.01,0.19,Nintendo
NBA 2K13 Wii,Sports,2012,Wii,Take-Two Interactive,0.36,0.03,0,0.03,0.42,Nintendo
Kirby's Dream Collection: Special Edition Wii,Action,2012,Wii,Nintendo,0.33,0,0.33,0.02,0.67,Nintendo
LEGO Batman 2: DC Super Heroes Wii,Action,2012,Wii,Warner Bros. Interactive Entertainment,0.9,0.37,0,0.11,1.38,Nintendo
LEGO The Lord of the Rings Wii,Action,2012,Wii,Warner Bros. Interactive Entertainment,0.48,0.34,0,0.07,0.9,Nintendo
Captain Morgane and the Golden Turtle Wii,Adventure,2012,Wii,Reef Entertainment,0,0.01,0,0,0.01,Nintendo
Zumba Fitness Core Wii,Misc,2012,Wii,505 Games,0,0.06,0,0.01,0.06,Nintendo
Madden NFL 13 Wii,Sports,2012,Wii,Electronic Arts,0.47,0,0,0.03,0.5,Nintendo
Dragon Quest X Wii,Role-Playing,2012,Wii,Square Enix,0,0,0.96,0,0.96,Nintendo
Skylanders Giants Wii,Action,2012,Wii,Activision,1.48,0.83,0,0.21,2.52,Nintendo
FIFA Soccer 13 Wii,Action,2012,Wii,Electronic Arts,0.18,0.44,0,0.07,0.69,Nintendo
Major League Baseball 2K12 Wii,Sports,2012,Wii,Take-Two Interactive,0.14,0,0,0.01,0.15,Nintendo
Just Dance: Disney Party Wii,Misc,2012,Wii,Ubisoft,0.01,0.1,0,0.01,0.12,Nintendo
Monster Hunter Tri WiiU,Role-Playing,2012,WiiU,Nintendo,0.24,0.19,0.22,0.04,0.69,Nintendo
Sonic & All-Stars Racing Transformed WiiU,Racing,2012,WiiU,Sega,0.19,0.26,0.02,0.04,0.51,Nintendo
Batman: Arkham City WiiU,Action,2012,WiiU,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,Nintendo
Mass Effect 3 WiiU,Role-Playing,2012,WiiU,Electronic Arts,0.14,0.11,0,0.02,0.27,Nintendo
Tekken Tag Tournament 2 WiiU,Fighting,2012,WiiU,Namco Bandai Games,0.09,0.07,0.01,0.01,0.18,Nintendo
Ninja Gaiden 3 WiiU,Action,2012,WiiU,Nintendo,0.14,0.03,0,0.02,0.18,Nintendo
Transformers: Prime WiiU,Action,2012,WiiU,Activision,0.09,0.03,0,0.01,0.13,Nintendo
WipeOut 3 The Game WiiU,Action,2012,WiiU,Activision,0.11,0,0,0.01,0.13,Nintendo
James Bond 007: Legends WiiU,Shooter,2012,WiiU,Activision,0.06,0.05,0,0.01,0.12,Nintendo
Tank! Tank! Tank! WiiU,Action,2012,WiiU,Namco Bandai Games,0.02,0.01,0.05,0,0.07,Nintendo
Trine 2 WiiU,Platform,2012,WiiU,Atlus,0,0.03,0,0,0.03,Nintendo
Romance of the Three Kingdoms XII WiiU,Strategy,2012,WiiU,Tecmo Koei,0,0,0.02,0,0.02,Nintendo
ESPN: Sports Connection WiiU,Sports,2012,WiiU,Ubisoft,0.2,0.12,0,0.03,0.36,Nintendo
Scribblenauts: Unlimited WiiU,Action,2012,WiiU,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,Nintendo
New Super Mario Bros. U WiiU,Platform,2012,WiiU,Nintendo,2.3,1.34,1.27,0.32,5.22,Nintendo
Nintendo Land WiiU,Misc,2012,WiiU,Nintendo,2.52,1.11,0.46,0.33,4.42,Nintendo
Call of Duty: Black Ops II WiiU,Shooter,2012,WiiU,Activision,0.2,0.18,0,0.03,0.41,Nintendo
Your Shape: Fitness Evolved 2013 WiiU,Action,2012,WiiU,Ubisoft,0.06,0.07,0,0.01,0.13,Nintendo
Madden NFL 13 WiiU,Sports,2012,WiiU,Electronic Arts,0.21,0,0,0.02,0.23,Nintendo
Warriors Orochi 3 Hyper WiiU,Action,2012,WiiU,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,Nintendo
Darksiders II WiiU,Action,2012,WiiU,THQ,0.07,0.07,0,0.01,0.15,Nintendo
Just Dance 4 WiiU,Misc,2012,WiiU,Ubisoft,0.21,0.13,0,0.03,0.37,Nintendo
Rabbids Land WiiU,Misc,2012,WiiU,Ubisoft,0.01,0.01,0,0,0.03,Nintendo
Sing Party WiiU,Misc,2012,WiiU,Nintendo,0.13,0.12,0,0.02,0.27,Nintendo
Epic Mickey 2: The Power of Two WiiU,Action,2012,WiiU,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,Nintendo
Assassin's Creed III WiiU,Action,2012,WiiU,Ubisoft,0.19,0.13,0,0.03,0.35,Nintendo
Marvel Avengers: Battle for Earth WiiU,Action,2012,WiiU,Ubisoft,0.06,0.04,0,0.01,0.12,Nintendo
FIFA Soccer 13 WiiU,Action,2012,WiiU,Electronic Arts,0.17,0.27,0,0.04,0.47,Nintendo
NBA 2K13 WiiU,Sports,2012,WiiU,Take-Two Interactive,0.07,0.04,0,0.01,0.13,Nintendo
Skylanders Giants WiiU,Action,2012,WiiU,Activision,0.22,0.12,0,0.03,0.37,Nintendo
ZombiU WiiU,Action,2012,WiiU,Ubisoft,0.52,0.36,0.05,0.08,1.01,Nintendo
Game Party: Champions WiiU,Action,2012,WiiU,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,Nintendo
The Amazing Spider-Man (Console Version) X360,Action,2012,X360,Activision,0.43,0.24,0,0.06,0.73,Microsoft
The Walking Dead: Season One X360,Adventure,2012,X360,Avanquest Software,0.55,0.13,0,0.05,0.73,Microsoft
Sonic & All-Stars Racing Transformed X360,Racing,2012,X360,Sega,0.2,0.33,0,0.05,0.58,Microsoft
London 2012: The Official Video Game of the Olympic Games X360,Sports,2012,X360,Sega,0.07,0.44,0,0.07,0.58,Microsoft
James Bond 007: Legends X360,Shooter,2012,X360,Activision,0.13,0.13,0,0.03,0.29,Microsoft
WipeOut 3 The Game X360,Action,2012,X360,Activision,0.2,0,0,0.02,0.21,Microsoft
Test Drive: Ferrari Legends X360,Racing,2012,X360,Atari,0.04,0,0,0,0.05,Microsoft
Nike+ Kinect Training X360,Sports,2012,X360,Microsoft Game Studios,0.02,0.01,0,0,0.04,Microsoft
MLB 2K12 / NBA 2K12 Combo Pack X360,Sports,2012,X360,Take-Two Interactive,0.04,0,0,0,0.04,Microsoft
Onechanbara Z Kagura X360,Action,2012,X360,D3Publisher,0,0,0.03,0,0.03,Microsoft
Robotics;Notes X360,Adventure,2012,X360,5pb,0,0,0.02,0,0.02,Microsoft
Mushihimesama X360,Action,2012,X360,Cave,0,0,0.02,0,0.02,Microsoft
Root Double: Before Crime After Days X360,Action,2012,X360,Yeti,0,0,0.01,0,0.01,Microsoft
Fist of the North Star: Ken's Rage 2 X360,Fighting,2012,X360,Tecmo Koei,0.03,0.01,0.02,0,0.06,Microsoft
Binary Domain X360,Action,2012,X360,Sega,0.09,0.06,0.02,0.02,0.19,Microsoft
Dragon Ball Z for Kinect X360,Fighting,2012,X360,Namco Bandai Games,0.01,0,0,0,0.01,Microsoft
Spec Ops: The Line X360,Shooter,2012,X360,Take-Two Interactive,0.21,0.17,0,0.04,0.42,Microsoft
Resident Evil 6 X360,Shooter,2012,X360,Capcom,1.12,0.6,0.07,0.16,1.95,Microsoft
Dragon's Dogma X360,Role-Playing,2012,X360,Capcom,0.42,0.23,0.07,0.06,0.79,Microsoft
Street Fighter X Tekken X360,Fighting,2012,X360,Capcom,0.31,0.1,0.03,0.04,0.47,Microsoft
Capcom Digital Collection X360,Action,2012,X360,Capcom,0.02,0.01,0,0,0.02,Microsoft
Silent Hill: Downpour X360,Action,2012,X360,Konami Digital Entertainment,0.22,0.08,0,0.02,0.32,Microsoft
Pro Evolution Soccer 2013 X360,Sports,2012,X360,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,Microsoft
Silent Hill HD Collection X360,Action,2012,X360,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,Microsoft
UFC Undisputed 3 X360,Action,2012,X360,THQ,0.72,0.2,0,0.08,0.99,Microsoft
Mass Effect 3 X360,Role-Playing,2012,X360,Electronic Arts,1.94,0.84,0.03,0.24,3.04,Microsoft
Mass Effect Trilogy X360,Action,2012,X360,Electronic Arts,0.28,0.09,0,0.03,0.4,Microsoft
Ridge Racer Unbounded X360,Racing,2012,X360,Namco Bandai Games,0.05,0.05,0,0.01,0.11,Microsoft
Assassin's Creed III X360,Action,2012,X360,Ubisoft,3.13,1.69,0.03,0.44,5.29,Microsoft
Just Dance 4 X360,Misc,2012,X360,Ubisoft,0.9,0.19,0,0.09,1.18,Microsoft
Damage Inc.: Pacific Squadron WWII X360,Simulation,2012,X360,Mad Catz,0.07,0,0,0.01,0.07,Microsoft
LEGO Batman 2: DC Super Heroes X360,Action,2012,X360,Warner Bros. Interactive Entertainment,0.9,0.61,0,0.15,1.66,Microsoft
LEGO The Lord of the Rings X360,Action,2012,X360,Warner Bros. Interactive Entertainment,0.64,0.49,0,0.11,1.23,Microsoft
Call of Duty: Black Ops II X360,Shooter,2012,X360,Activision,8.25,4.24,0.07,1.12,13.67,Microsoft
Zumba Fitness Core X360,Misc,2012,X360,505 Games,0,0.05,0,0,0.05,Microsoft
Top Gun: Hard Lock X360,Action,2012,X360,505 Games,0.03,0.02,0,0,0.06,Microsoft
Need for Speed: Most Wanted X360,Racing,2012,X360,Electronic Arts,0.62,0.78,0.01,0.15,1.56,Microsoft
SSX X360,Sports,2012,X360,Electronic Arts,0.38,0.26,0,0.06,0.7,Microsoft
FIFA Street X360,Sports,2012,X360,Electronic Arts,0.17,0.62,0,0.1,0.89,Microsoft
Grand Slam Tennis 2 X360,Sports,2012,X360,Electronic Arts,0.1,0.06,0,0.02,0.18,Microsoft
NASCAR The Game: Inside Line X360,Racing,2012,X360,Activision,0.09,0,0,0.01,0.1,Microsoft
The Testament of Sherlock Holmes X360,Adventure,2012,X360,Focus Home Interactive,0,0.02,0,0,0.02,Microsoft
Sniper Elite V2 X360,Shooter,2012,X360,505 Games,0.46,0.28,0.02,0.07,0.84,Microsoft
NeverDead X360,Shooter,2012,X360,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1,Microsoft
Resident Evil: Operation Raccoon City X360,Action,2012,X360,Capcom,0.55,0.14,0.03,0.06,0.77,Microsoft
Madden NFL 13 X360,Sports,2012,X360,Electronic Arts,2.53,0.15,0,0.17,2.86,Microsoft
NCAA Football 13 X360,Action,2012,X360,Electronic Arts,1.02,0,0,0.07,1.09,Microsoft
Syndicate X360,Shooter,2012,X360,Electronic Arts,0.1,0.06,0,0.02,0.18,Microsoft
Dead or Alive 5 X360,Fighting,2012,X360,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,Microsoft
Ninja Gaiden 3 X360,Action,2012,X360,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,Microsoft
F1 2012 X360,Racing,2012,X360,Codemasters,0.1,0.34,0,0.05,0.49,Microsoft
F1 Race Stars X360,Racing,2012,X360,Codemasters,0.07,0.17,0,0.02,0.27,Microsoft
DiRT Showdown X360,Racing,2012,X360,Codemasters,0.08,0.13,0,0.02,0.23,Microsoft
WWE '13 X360,Action,2012,X360,THQ,0.72,0.44,0,0.11,1.27,Microsoft
Darksiders II X360,Action,2012,X360,THQ,0.45,0.27,0,0.07,0.79,Microsoft
Doom 3 BFG Edition X360,Shooter,2012,X360,Bethesda Softworks,0.28,0.15,0,0.04,0.47,Microsoft
Kinect Rush: A Disney Pixar Adventure X360,Adventure,2012,X360,Microsoft Game Studios,0.38,0.15,0,0.05,0.58,Microsoft
Medal of Honor: Warfighter X360,Action,2012,X360,Electronic Arts,0.59,0.45,0.01,0.1,1.15,Microsoft
SoulCalibur V X360,Fighting,2012,X360,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,Microsoft
Skylanders Giants X360,Action,2012,X360,Activision,0.75,0.44,0,0.11,1.3,Microsoft
Asura's Wrath X360,Action,2012,X360,Capcom,0.15,0.06,0.01,0.02,0.24,Microsoft
XCOM: Enemy Unknown X360,Strategy,2012,X360,Take-Two Interactive,0.36,0.21,0,0.05,0.62,Microsoft
Armored Core V X360,Simulation,2012,X360,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,Microsoft
Steel Battalion: Heavy Armor X360,Misc,2012,X360,Capcom,0.08,0.02,0.02,0.01,0.13,Microsoft
Risen 2: Dark Waters X360,Role-Playing,2012,X360,Deep Silver,0.05,0.08,0,0.01,0.14,Microsoft
Anarchy Reigns X360,Action,2012,X360,Sega,0.12,0.02,0.02,0.01,0.17,Microsoft
Tom Clancy's Ghost Recon: Future Soldier X360,Shooter,2012,X360,Ubisoft,0.93,0.4,0.02,0.12,1.47,Microsoft
Halo 4 X360,Shooter,2012,X360,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71,Microsoft
Dishonored X360,Action,2012,X360,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,Microsoft
Kingdoms of Amalur: Reckoning X360,Role-Playing,2012,X360,Electronic Arts,0.55,0.24,0.01,0.07,0.87,Microsoft
Hitman: Absolution X360,Action,2012,X360,Square Enix,0.68,0.88,0.01,0.17,1.73,Microsoft
Marvel Avengers: Battle for Earth X360,Action,2012,X360,Ubisoft,0.02,0,0,0,0.02,Microsoft
FIFA Soccer 13 X360,Action,2012,X360,Electronic Arts,1.09,3.47,0.03,0.57,5.16,Microsoft
NHL 13 X360,Sports,2012,X360,Electronic Arts,0.51,0.1,0,0.05,0.66,Microsoft
Tiger Woods PGA Tour 13 X360,Sports,2012,X360,Electronic Arts,0.29,0.18,0,0.04,0.51,Microsoft
NBA 2K13 X360,Sports,2012,X360,Take-Two Interactive,2.6,0.2,0.01,0.19,3,Microsoft
Major League Baseball 2K12 X360,Sports,2012,X360,Take-Two Interactive,0.47,0,0,0.03,0.5,Microsoft
Persona 4: Arena X360,Fighting,2012,X360,Atlus,0.08,0.01,0.03,0.01,0.13,Microsoft
The Darkness II X360,Shooter,2012,X360,Take-Two Interactive,0.24,0.11,0,0.03,0.39,Microsoft
Borderlands 2 X360,Shooter,2012,X360,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,Microsoft
Fable: The Journey X360,Role-Playing,2012,X360,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,Microsoft
Max Payne 3 X360,Shooter,2012,X360,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,Microsoft
Kinect Star Wars X360,Action,2012,X360,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,Microsoft
Far Cry 3 X360,Shooter,2012,X360,Ubisoft,1.38,1.32,0.02,0.28,3,Microsoft
Transformers: Fall of Cybertron X360,Action,2012,X360,Activision,0.28,0.12,0,0.04,0.44,Microsoft
Inversion X360,Shooter,2012,X360,Namco Bandai Games,0.03,0.02,0,0.01,0.06,Microsoft
Family Guy: Back to the Multiverse X360,Action,2012,X360,Activision,0.14,0.09,0,0.02,0.25,Microsoft
Tekken Tag Tournament 2 X360,Fighting,2012,X360,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,Microsoft
Sleeping Dogs X360,Action,2012,X360,Square Enix,0.38,0.4,0.01,0.08,0.87,Microsoft
Epic Mickey 2: The Power of Two X360,Action,2012,X360,Disney Interactive Studios,0.32,0.15,0,0.04,0.51,Microsoft
Birds of Steel X360,Simulation,2012,X360,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,Microsoft
Blades of Time X360,Action,2012,X360,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,Microsoft
The Witcher 2: Assassins of Kings X360,Action,2012,X360,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,Microsoft
Naruto Shippuden: Ultimate Ninja Storm Generations X360,Fighting,2012,X360,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,Microsoft
Zone of the Enders HD Collection X360,Simulation,2012,X360,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,Microsoft
Country Dance: All Stars X360,Action,2012,X360,GameMill Entertainment,0.16,0,0,0.01,0.17,Microsoft
[Prototype 2] X360,Action,2012,X360,Activision,0.48,0.24,0,0.07,0.79,Microsoft
Dance Central 3 X360,Misc,2012,X360,Microsoft Game Studios,0.57,0.18,0,0.06,0.81,Microsoft
Zumba Fitness Rush X360,Sports,2012,X360,505 Games,0,0.16,0,0.02,0.18,Microsoft
Lollipop Chainsaw X360,Action,2012,X360,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,Microsoft
Game of Thrones X360,Role-Playing,2012,X360,Focus Home Interactive,0.15,0.08,0,0.02,0.25,Microsoft
Deadliest Warrior: Ancient Combat X360,Fighting,2012,X360,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,Microsoft
Forza Horizon X360,Racing,2012,X360,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,Microsoft
Devil May Cry HD Collection X360,Action,2012,X360,Capcom,0.28,0.11,0.01,0.03,0.43,Microsoft
Angry Birds Trilogy X360,Action,2012,X360,Activision,0.18,0.05,0,0.02,0.26,Microsoft
Just Dance: Disney Party X360,Misc,2012,X360,Ubisoft,0.13,0.02,0,0.02,0.16,Microsoft
Cars 2 DS,Racing,2011,DS,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,Nintendo
Dragon Quest Monsters: Joker 2 Professional DS,Role-Playing,2011,DS,Square Enix,0,0,0.62,0,0.62,Nintendo
Transformers: Dark of the Moon - Autobots/Decepticons DS,Action,2011,DS,Activision,0.32,0.08,0,0.03,0.44,Nintendo
"Barbie: Jet, Set & Style! DS",Misc,2011,DS,THQ,0.34,0.05,0,0.03,0.42,Nintendo
One Piece: Gigant Battle 2 Shin Sekai DS,Fighting,2011,DS,Namco Bandai Games,0,0,0.35,0,0.35,Nintendo
Peppa Pig: Theme Park Fun DS,Misc,2011,DS,P2 Games,0,0.27,0,0.04,0.31,Nintendo
Battle & Get! Pokemon Typing DS DS,Misc,2011,DS,Nintendo,0,0,0.29,0,0.29,Nintendo
Ace Attorney Investigations 2 DS,Adventure,2011,DS,Capcom,0,0,0.26,0,0.26,Nintendo
Call of Duty: Modern Warfare 3: Defiance DS,Shooter,2011,DS,Activision,0.19,0.04,0,0.02,0.26,Nintendo
Tongari Boushi to Oshare na Mahou Tsukai DS,Action,2011,DS,Konami Digital Entertainment,0,0,0.24,0,0.24,Nintendo
Loving Life with Hello Kitty & Friends DS,Misc,2011,DS,Rising Star Games,0.13,0.07,0,0.02,0.23,Nintendo
Kung Fu Panda 2 DS,Action,2011,DS,THQ,0.15,0.05,0,0.02,0.22,Nintendo
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus DS,Strategy,2011,DS,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,Nintendo
Magical ZhuZhu Princess: Carriages & Castles DS,Simulation,2011,DS,Activision,0.13,0.04,0,0.01,0.19,Nintendo
Kids Learn Math: A+ Edition DS,Misc,2011,DS,Unknown,0.14,0,0,0.01,0.15,Nintendo
Tamagotchi Collection DS,Misc,2011,DS,Namco Bandai Games,0,0,0.15,0,0.15,Nintendo
Puyo Puyo!! 20th Anniversary DS,Puzzle,2011,DS,Sega,0,0,0.14,0,0.14,Nintendo
Suite PreCure: Melody Collection DS,Misc,2011,DS,Namco Bandai Games,0,0,0.13,0,0.13,Nintendo
Zoobles! Spring to Life! DS,Misc,2011,DS,Activision,0.1,0.02,0,0.01,0.13,Nintendo
All Kamen Rider: Rider Generation DS,Action,2011,DS,Namco Bandai Games,0,0,0.12,0,0.12,Nintendo
SpongeBob's Surf & Skate Roadtrip DS,Action,2011,DS,THQ,0.1,0.01,0,0.01,0.12,Nintendo
Petz Puppyz & Kittenz DS,Misc,2011,DS,Ubisoft,0.11,0,0,0.01,0.12,Nintendo
Power Pro Kun Pocket 14 DS,Sports,2011,DS,Konami Digital Entertainment,0,0,0.12,0,0.12,Nintendo
The Penguins of Madagascar: Dr. Blowhole Returns - Again! DS,Action,2011,DS,THQ,0.06,0.03,0,0.01,0.1,Nintendo
HOP DS,Platform,2011,DS,505 Games,0.08,0.01,0,0.01,0.1,Nintendo
Nicktoons: MLB DS,Sports,2011,DS,Take-Two Interactive,0.09,0,0,0.01,0.1,Nintendo
Dora & Kai-Lan's Pet Shelter DS,Strategy,2011,DS,Take-Two Interactive,0.08,0.01,0,0.01,0.1,Nintendo
Digimon Story: Super Xros Wars Blue/Red DS,Role-Playing,2011,DS,Namco Bandai Games,0,0,0.1,0,0.1,Nintendo
Squinkies 2: Adventure Mall Surprize! DS,Platform,2011,DS,Activision,0.09,0,0,0.01,0.09,Nintendo
Dragon Ball Kai: Ultimate Butouden DS,Fighting,2011,DS,Namco Bandai Games,0,0,0.09,0,0.09,Nintendo
SaGa 3: Jikuu no Hasha - Shadow or Light DS,Role-Playing,2011,DS,Square Enix,0,0,0.08,0,0.08,Nintendo
Kaijuu Busters Powered DS,Action,2011,DS,Namco Bandai Games,0,0,0.08,0,0.08,Nintendo
FabStyle DS,Strategy,2011,DS,Tecmo Koei,0,0,0.08,0,0.08,Nintendo
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion DS,Sports,2011,DS,Konami Digital Entertainment,0,0,0.08,0,0.08,Nintendo
"Sesame Street: Ready, Set, Grover! DS",Misc,2011,DS,Warner Bros. Interactive Entertainment,0.07,0,0,0.01,0.07,Nintendo
Jewel Link Chronicles: Legend of Athena DS,Puzzle,2011,DS,GSP,0,0.06,0,0.01,0.07,Nintendo
Paws & Claws: Marine Rescue DS,Simulation,2011,DS,THQ,0.06,0,0,0,0.06,Nintendo
Meitantei Conan: Aoki Houseki no Rinbukyoku DS,Adventure,2011,DS,Namco Bandai Games,0,0,0.06,0,0.06,Nintendo
Santa Claus Is Comin' to Town! DS,Puzzle,2011,DS,Crave Entertainment,0.06,0,0,0,0.06,Nintendo
ZhuZhu Pets: Quest for Zhu DS,Misc,2011,DS,Activision,0.06,0,0,0,0.06,Nintendo
Eigo de Tabisuru: Little Charo DS,Misc,2011,DS,Nintendo,0,0,0.06,0,0.06,Nintendo
Paws & Claws: Pampered Pets 2 DS,Simulation,2011,DS,THQ,0.05,0,0,0,0.06,Nintendo
Atari's Greatest Hits: Volume 2 DS,Misc,2011,DS,Atari,0.05,0,0,0,0.06,Nintendo
Metal Max 2 Reloaded DS,Role-Playing,2011,DS,Unknown,0,0,0.05,0,0.05,Nintendo
Treasure Report: Kikai Jikake no Isan DS,Adventure,2011,DS,Namco Bandai Games,0,0,0.05,0,0.05,Nintendo
Powerful Golf DS,Sports,2011,DS,Konami Digital Entertainment,0,0,0.05,0,0.05,Nintendo
Noddy in Toyland DS,Misc,2011,DS,GSP,0,0.04,0,0,0.05,Nintendo
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson DS,Action,2011,DS,Namco Bandai Games,0,0,0.05,0,0.05,Nintendo
The Lost Treasures of Alexandria DS,Puzzle,2011,DS,Unknown,0,0.04,0,0.01,0.05,Nintendo
Max & the Magic Marker DS,Platform,2011,DS,Unknown,0,0.04,0,0,0.05,Nintendo
Kimi ni Todoke: Tsutaeru Kimochi DS,Adventure,2011,DS,Banpresto,0,0,0.05,0,0.05,Nintendo
Nora to Koku no Koubou: Kiri no Mori no Majo DS,Role-Playing,2011,DS,Atlus,0,0,0.05,0,0.05,Nintendo
Kids Learn Music A+ Edition DS,Misc,2011,DS,Unknown,0.04,0,0,0,0.04,Nintendo
Zombi Daisuki DS,Action,2011,DS,ChunSoft,0,0,0.04,0,0.04,Nintendo
Duke Nukem Trilogy: Critical Mass DS,Shooter,2011,DS,Deep Silver,0.04,0,0,0,0.04,Nintendo
Just Sing! Vol. 2 DS,Misc,2011,DS,PQube,0,0.03,0,0,0.04,Nintendo
Jewel Quest Mysteries 2: Trail of the Midnight Heart DS,Puzzle,2011,DS,Unknown,0,0.03,0,0,0.04,Nintendo
Hakuouki: Zuisouroku DS DS,Adventure,2011,DS,Idea Factory,0,0,0.04,0,0.04,Nintendo
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou DS,Role-Playing,2011,DS,Hudson Soft,0,0,0.03,0,0.03,Nintendo
7 Wonders: Treasures of Seven DS,Puzzle,2011,DS,Avanquest,0.01,0.02,0,0,0.03,Nintendo
Mahjong 300 DS,Puzzle,2011,DS,Avanquest,0,0.03,0,0,0.03,Nintendo
Kokoro no Kokoron DS,Misc,2011,DS,Namco Bandai Games,0,0,0.03,0,0.03,Nintendo
Kaidan Restaurant: Zoku! Shin Menu 100-Sen DS,Misc,2011,DS,Namco Bandai Games,0,0,0.03,0,0.03,Nintendo
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai! DS,Action,2011,DS,Namco Bandai Games,0,0,0.03,0,0.03,Nintendo
I Heart Geeks DS,Puzzle,2011,DS,CDV Software Entertainment,0.02,0,0,0,0.03,Nintendo
Treasure Chase DS,Puzzle,2011,DS,Storm City Games,0.02,0,0,0,0.02,Nintendo
Farm Frenzy 3 DS,Strategy,2011,DS,Unknown,0,0.02,0,0,0.02,Nintendo
